"communityname","population","state","medIncome","medIncomein000s","PctRecImmig5","PctNotHSGrad","PctUnemployed","PopDens","LemasSwornFT","PctFam2Par","PctPopUnderPov","PctVacMore6Mos","PctShelter","MedYrHousBuilt","new_murdPerPop","new_rapesPerPop","new_robbbPerPop","new_assaultPerPop","new_burglPerPop","new_larcPerPop","new_autoTheftPerPop","new_arsonsPerPop","calc_ViolentCrimesPerPop","calc_nonViolPerPop","totCrimesPerPop"
"Webstertown",16196,"MA",30067,30.067,0.27,33.22,6.53,1251.6,NA,69.97,9.27,54.82,0,1951,0,53.34,23.71,272.61,1179.33,2246.06,231.12,5.93,349.66,3662.44,4012.1
"Tiffincity",18604,"OH",24215,24.215,0.35,23.57,6.44,2950.2,NA,76.87,10.69,42.92,0,1945,5.37,21.49,69.85,64.48,569.56,3229.27,53.73,16.12,161.19,3868.68,4029.87
"Hanovertownship",11538,"NJ",60688,60.688,1.42,15.65,2.97,1044.2,NA,89.55,1.23,68.48,0,1959,0,0,33.47,58.57,284.5,1355.54,125.51,8.37,92.04,1773.92,1865.96
"Colchestertown",14731,"VT",39308,39.308,1.15,10.21,3.76,384.7,NA,77.39,4.44,56.91,0,1972,0,19.63,0,6.54,765.51,2420.83,85.06,21.08,26.17,3292.48,3318.65
"Spartanburgcity",43467,"SC",22423,22.423,0.61,34.09,6.9,2319,120,52.37,21.79,37.88,0.276071502519152,1962,21.82,91.64,696.01,2605.11,2526.56,8356.42,741.82,21.82,3414.58,11646.62,15061.2
"Goffstowntown",14621,"NH",42160,42.16,0.15,18.3,5.66,382.5,NA,87.6,3.14,40.68,0,1969,13.54,20.3,27.07,94.75,392.55,1807.11,40.61,20.3,155.66,2260.57,2416.23
"Austincity",21907,"MN",22257,22.257,0.44,24.27,4.37,2182.7,NA,73.64,10.27,43.9,0,1950,0,26.92,22.77,154.84,610.26,2941.98,186.72,9.11,204.53,3748.07,3952.6
"Hanfordcity",30897,"CA",26629,26.629,2.46,29.01,9.04,2583.4,NA,68.11,15.65,31.39,0.0970968055150986,1970,2.93,14.64,111.28,547.6,957.57,3759.99,553.46,23.43,676.45,5294.45,5970.9
"Charlottecity",395934,"NC",31873,31.873,1.2,19.02,4.16,2193.2,160,67.14,10.83,25.91,0.134870963342375,1970,22.42,65.42,593.04,1106.32,1964.73,4846.13,546.18,71.49,1787.2,7428.53,9215.73
"Anacortescity",11451,"WA",28919,28.919,0.45,18.63,8.03,1016.2,NA,75.86,11.56,25.7,0.10479434110558,1965,0,15.29,0,53.51,267.54,3210.52,191.1,61.15,68.8,3730.31,3799.11
"Concordcity",27347,"NC",25473,25.473,0.48,33.83,4.09,1210.5,NA,67.71,12.13,46.48,0.080447581087505,1958,12.72,15.9,187.66,512.09,1529.9,3826.34,248.09,50.89,728.37,5655.22,6383.59
"Chattanoogacity",152466,"TN",22197,22.197,0.39,31.04,6.9,1242.6,371,59.57,18.18,34.47,0.0983825902168352,1961,24.57,99.59,458.48,1378.03,2033.1,5113.13,1458.22,62.08,1960.67,8666.53,10627.2
"MillValleycity",13038,"CA",55748,55.748,1.14,3.62,2.76,2693.8,NA,73.56,3.28,23.37,0,1956,0,30.18,75.44,181.05,1372.96,2783.65,113.16,7.54,286.67,4277.31,4563.98
"SugarLandcity",24529,"TX",56571,56.571,1.99,9.32,4.08,1929.6,NA,90.41,2.5,21.29,0,1980,0,0,50.87,165.33,712.2,2508.58,397.43,15.9,216.2,3634.11,3850.31
"Portlandcity",12224,"TX",37952,37.952,0.06,12.32,5.29,2007.9,NA,83.91,7.03,42.38,0,1972,14.39,0,0,71.95,647.58,2403.22,79.15,14.39,86.34,3144.34,3230.68
"Fallstownship",34997,"PA",40287,40.287,0.61,17.56,4.5,1516.5,NA,80.47,4.28,37.71,0,1959,0,8.43,61.8,67.42,488.82,1899.09,379.26,11.24,137.65,2778.41,2916.06
"Peterstownship",14467,"PA",53045,53.045,0.12,7.86,3.39,712.7,NA,91.13,2.51,33.95,0,1967,0,0,13.59,6.8,237.88,1135.05,129.14,47.58,20.39,1549.65,1570.04
"Huntingtoncity",16389,"IN",25855,25.855,0.49,25.58,5.14,2151.9,NA,76.21,8.8,43.04,0,1941,0,17.55,35.1,936.06,544.08,2269.94,152.11,17.55,988.71,2983.68,3972.39
"Gaffneycity",13145,"SC",21515,21.515,0.2,40.53,9.29,1720.5,NA,57.59,20.75,54.29,0,1964,6.25,18.75,124.99,243.73,1012.44,1824.89,212.49,0,393.72,3049.82,3443.54
"DesMoinescity",17283,"WA",32145,32.145,1.26,13.79,4.22,4904.4,NA,63.78,7.42,10.16,0,1975,0,219.67,203.97,141.21,998.95,3195.61,732.22,52.3,564.85,4979.08,5543.93
"Radfordcity",15940,"VA",19487,19.487,1.23,24.56,6.07,1567,NA,73.58,32.21,35.99,0,1966,0,25.08,18.81,319.81,369.98,2125.79,87.79,43.9,363.7,2627.46,2991.16
"Bristoltown",21625,"RI",34165,34.165,1.63,34.96,7.24,2065.2,NA,84.1,5.8,44.64,0,1953,0,0,0,116.1,334.37,1332.84,69.66,0,116.1,1736.87,1852.97
"Ridgewoodvillage",24152,"NJ",75221,75.221,3.88,6.57,3.11,4033.9,NA,89.59,2.1,28.53,0.0331235508446505,1945,0,16.17,36.38,28.29,250.6,897.3,76.8,16.17,80.84,1240.87,1321.71
"Enniscity",13883,"TX",25679,25.679,1.06,38.51,6.75,804.2,NA,73.79,16.54,44.26,0,1965,34.31,6.86,41.18,178.44,1152.98,3383.43,336.28,6.86,260.79,4879.55,5140.34
"Wauwatosacity",49366,"WI",40041,40.041,0.37,11.27,2.26,3598.8,NA,83.79,3.29,23.13,0,1949,6.24,12.48,122.72,24.96,773.74,2986.81,418.07,21.08,166.4,4199.7,4366.1
"HarperWoodscity",14903,"MI",33098,33.098,0.19,22.85,4.24,5560.8,NA,80.65,4.42,26.74,0,1954,0,26.92,299.82,146.42,543.86,12187.98,1673.41,34.86,473.16,14440.11,14913.27
"Ardmorecity",23079,"OK",20463,20.463,0.28,28.02,7.81,457.6,NA,67.45,22.03,50.59,0.316304865895403,1959,12.64,16.85,160.07,534.96,2788.54,6065.71,585.51,8.42,724.52,9448.18,10172.7
"NewOrleanscity",496938,"LA",18477,18.477,0.84,31.86,12.41,2655.3,1397,46.17,31.63,52.46,0.157564927616725,1951,80.35,60.62,1053.46,844.56,2274.93,4478.87,1941.75,21.08,2038.99,8716.63,10755.62
"Prichardcity",34311,"AL",11576,11.576,0.1,46.29,17.87,1304.6,NA,43.49,44.08,65.4,0,1958,20.88,107.36,1049.77,1804.3,4849.24,4559.96,1309.24,21.08,2982.31,10739.52,13721.83
"MontereyParkcity",60738,"CA",32605,32.605,15.42,30.03,6.15,7676.7,70,74.34,16.42,16.39,0,1962,10.31,15.46,508.49,359.03,1302.14,1602.76,1169.86,3.44,893.29,4078.2,4971.49
"Downeycity",91444,"CA",36991,36.991,5.33,23.71,5.43,7097.5,105,72.32,8.05,16.83,0,1958,2.99,27.89,317.76,166.35,823.78,1721.27,1152.49,45.82,514.99,3743.36,4258.35
"Hopewellcity",23101,"VA",26934,26.934,0.26,32.58,7.2,2176.1,NA,62.72,14.41,34.53,0,1964,8.1,48.58,166,485.85,931.21,4085.19,149.8,133.61,708.53,5299.81,6008.34
"Wakefieldtown",24825,"MA",43960,43.96,0.1,13.31,6.39,3208.9,NA,83.67,4.16,24.55,0,1945,0,11.66,23.31,34.97,543.96,1227.8,349.69,0,69.94,2121.45,2191.39
"Edmondcity",52315,"OK",37644,37.644,1.59,9.65,3.89,592.2,NA,81.78,7.33,39.63,0,1978,1.62,21.1,34.09,103.9,608.78,2396.14,259.74,34.09,160.71,3298.75,3459.46
"Waynecity",19899,"MI",31250,31.25,0.29,29.61,7.4,3191,NA,68.87,9.58,22.99,0,1956,5.16,26.92,299,572.22,1000.1,4175.69,840.29,72.17,903.3,6088.25,6991.55
"Weymouthtown",54063,"MA",41586,41.586,0.71,12.45,5.56,3067.4,NA,79.13,4.13,28.7,0.012947857129645,1956,1.8,10.77,39.5,389.64,608.71,1502.91,682.32,19.75,441.71,2813.69,3255.4
"Mobilecity",196278,"AL",22446,22.446,0.68,25.16,9.13,1605.1,365,61.16,22.43,44.15,0.104953178654765,1963,20.37,59.18,575.34,422.05,2369.29,4815.22,745.62,25.23,1076.94,7955.36,9032.3
"Andovercity",15216,"MN",46515,46.515,0.04,9.45,5.2,430.2,NA,91.1,3.64,52.81,0,1979,0,26.92,14.86,79.26,921.43,1813.14,168.43,4.95,121.04,2907.95,3028.99
"Gadsdencity",42523,"AL",19187,19.187,0.74,38.49,8.36,1154.8,99,63.64,20.44,51.1,0.018813348070456,1953,19.18,85.24,398.51,1683.54,2075.65,5824.19,916.36,21.08,2186.47,8837.28,11023.75
"Rutlandcity",18230,"VT",25434,25.434,0.23,22.35,6.24,2307.7,NA,69.6,12.1,33.1,0.153592978606692,1939,5.67,51.02,5.67,73.7,1054.48,3503.6,102.05,21.08,136.06,4681.21,4817.27
"Appletoncity",56177,"WI",32375,32.375,0.62,15.51,3.85,3705.5,NA,80.78,7.09,39.13,0.0427221104722573,1957,2.85,12.83,15.68,32.78,530.25,3117.38,124.01,35.64,64.14,3807.28,3871.42
"Portagecity",41042,"MI",39045,39.045,0.5,11.36,3.99,1230.1,NA,81.33,4.21,17.42,0,1968,0,26.92,44.43,210.46,650.09,4410.35,149.66,30.4,281.81,5240.5,5522.31
"Terrellcity",12490,"TX",21633,21.633,1.99,36.98,10.18,683.3,NA,63.19,23.22,46.76,0,1963,22.6,97.93,293.79,436.91,1521.66,4301.32,572.5,15.07,851.23,6410.55,7261.78
"Kerrvillecity",17384,"TX",22186,22.186,0.44,26.53,6.59,1081.1,NA,68.92,15.11,46,0.0230096640589047,1970,0,15.5,56.85,170.54,780.36,3379.84,180.88,41.34,242.89,4382.42,4625.31
"Barnegattownship",12235,"NJ",36469,36.469,0.6,20.83,5.46,351.2,NA,83.41,5.43,45.87,0,1977,0,15.87,0,87.31,230.18,1381.06,39.69,39.69,103.18,1690.62,1793.8
"Columbiacity",98052,"SC",23216,23.216,1.39,23.98,5.87,808,261,56.43,21.17,32.8,0.20091380084037,1958,21.06,89.99,637.58,1361.33,2000.82,7003.84,720.87,12.45,2109.96,9737.98,11847.94
"Cloviscity",50323,"CA",31699,31.699,2.07,18.17,5.79,3393.8,NA,73.51,10.34,18.76,0.079486517099537,1976,3.3,28.06,113.89,257.49,1185.13,3043.71,597.52,47.87,402.74,4874.23,5276.97
"Owossocity",16322,"MI",23220,23.22,0.08,24.5,12.21,3241.1,NA,67.29,15.71,45.19,0,1945,0,26.92,29.92,460.77,670.22,2579.14,191.49,41.89,517.61,3482.74,4000.35
"NewSmyrnaBeachcity",16543,"FL",23630,23.63,0.8,20.63,6.83,1089.5,NA,64.76,14.01,15.59,0.0362691168470048,1973,11.08,38.78,138.51,371.21,1263.23,3058.34,448.78,0,559.58,4770.35,5329.93
"Danburytown",65585,"CT",43832,43.832,4.58,23.53,5.4,1502.8,135,78.27,5.76,37.28,0.0991080277502478,1964,1.55,18.55,109.78,136.06,844.22,3718.59,620.02,18.55,265.94,5201.38,5467.32
"Lexingtoncity",16581,"NC",21011,21.011,0.71,40.25,6.12,1334.2,NA,56.53,18.55,51.5,0.102526988722031,1961,10.6,47.69,259.63,694.11,2347.27,5129.02,381.5,42.39,1012.03,7900.18,8912.21
"Mundytownship",11511,"MI",43937,43.937,0.06,14.9,5.94,311.3,NA,83.62,3.77,44.72,0,1970,0,26.92,50.73,160.65,634.14,3280.63,152.19,16.91,238.3,4083.87,4322.17
"Columbuscity",632270,"OH",26630,26.63,1.38,21.31,5.91,3224.5,1381,63.29,17.26,30.6,0.0907840005061129,1965,16.44,103.02,608.55,390.78,2043.9,4548.25,1106.89,161.1,1118.79,7860.14,8978.93
"Haverhillcity",51418,"MA",36945,36.945,1.02,21.96,7.13,1489.1,91,72.16,8.83,34.82,0.0855731455910382,1939,0,41.31,108.92,422.53,1451.62,2069.44,922.05,56.34,572.76,4499.45,5072.21
"Commercecity",12135,"CA",27415,27.415,7.82,59.06,11.48,1793,NA,70.81,17.53,38.27,0,1960,8.05,64.42,1095.18,1417.3,2029.31,6756.32,4968.59,48.32,2584.95,13802.54,16387.49
"Alpenacity",11354,"MI",20472,20.472,0,25.5,9.29,1289.1,NA,71.39,13.45,38.89,0,1944,0,26.92,17.62,132.18,907.65,4229.82,140.99,61.68,176.72,5340.14,5516.86
"Elizabethtowncity",18167,"KY",23420,23.42,0.59,25.81,6.32,843.3,NA,70.52,14.7,29.51,0,1970,0,10.24,66.53,373.61,762.58,3674.7,153.54,10.24,450.38,4601.06,5051.44
"Oxnardcity",142216,"CA",37174,37.174,8.22,38.66,6.71,5616.7,145,74.37,12.52,10.18,0.217275130786972,1969,10.91,37.52,316.52,619.39,1101.67,3018.5,783.1,38.2,984.34,4941.47,5925.81
"Bellefontainecity",12142,"OH",25221,25.221,1.34,26.3,7.89,1918.9,NA,70.23,13.44,32.07,0,1951,0,63,39.38,157.51,574.89,2331.08,110.25,0,259.89,3016.22,3276.11
"Winchestercity",21947,"VA",26086,26.086,0.78,31.17,4.77,2270.1,NA,70.69,11.3,22.79,0,1959,0,41.61,99.85,570,898.69,6215.94,224.67,29.12,711.46,7368.42,8079.88
"RichmondHeightscity",10448,"MO",32237,32.237,1.04,14.65,4.17,4434.6,NA,75.47,7.31,40.38,0,1941,0,18.97,350.94,379.4,673.43,10822.35,844.16,9.48,749.31,12349.42,13098.73
"DanaPointcity",31896,"CA",54516,54.516,5.75,9.73,3.82,4630.7,NA,76.51,7.17,17.3,0,1977,5.95,38.66,104.1,365.82,1106.39,2456.65,383.67,20.82,514.53,3967.53,4482.06
"Houstoncity",1630553,"TX",26261,26.261,4.81,29.52,8.18,2915.3,4104,64.89,20.74,41.88,0.109165418112751,1969,25.72,63.94,74.8,226.525,1558.06,3550.01,1586.72,89.31,390.985,6784.1,7175.085
"Danverstown",24174,"MA",43759,43.759,0.7,13.21,5.29,1756.9,NA,82.77,4.59,36.93,0,1956,0,3.91,35.15,234.36,628.86,3163.82,1093.66,0,273.42,4886.34,5159.76
"Greenwoodcity",18906,"MS",15938,15.938,0.26,41.31,11.24,1976.8,NA,49.87,37.31,46.69,0,1960,21.07,52.68,242.33,173.85,4067.01,6606.26,479.4,36.88,489.93,11189.55,11679.48
"ClevelandHeightscity",54052,"OH",36043,36.043,2.13,11.92,4.81,6420.1,NA,71.24,8.46,35.29,0,1939,0,1.86,52.2,3.73,244.2,1783.98,436.21,0,57.79,2464.39,2522.18
"Cambridgecity",95802,"MA",33140,33.14,8.01,15.65,5.15,14370.9,271,63.59,10.7,38.54,0.263042525208242,1939,2.13,28.77,269.58,685.14,989.88,3799.68,1031.43,22.38,985.62,5843.37,6828.99
"Dunkirkcity",13989,"NY",20742,20.742,0.18,29.22,11.19,2980.2,NA,64.53,18.67,51,0,1939,0,21.62,93.69,144.13,763.91,3617.76,115.31,36.03,259.44,4533.01,4792.45
"NorthHuntingdontownship",28158,"PA",32066,32.066,0.08,17.09,6.27,991,NA,87.05,5.32,49.42,0,1962,0,3.49,24.44,73.32,265.36,984.64,132.68,3.49,101.25,1386.17,1487.42
"NewBritaintown",75491,"CT",30121,30.121,3.51,35.25,7.84,5462.9,142,61.37,12.8,30.81,0.0821289955093985,1951,5.72,30.05,307.64,384.91,1549.64,4099.47,1001.62,1.43,728.32,6652.16,7380.48
"Springvillecity",13950,"UT",25341,25.341,0.19,14.49,4.52,1392.8,NA,85.71,12.97,40.59,0,1962,0,80.66,18.61,155.12,477.76,2953.4,186.14,6.2,254.39,3623.5,3877.89
"Athenscity",21265,"OH",14350,14.35,5.85,9.9,8.54,3029,NA,72.03,44.66,34.75,0.512579355748883,1959,4.7,42.31,47.01,145.73,329.07,2406.92,112.82,0,239.75,2848.81,3088.56
"VestaviaHillscity",19749,"AL",49858,49.858,0.58,5.07,2.54,2158.8,NA,85.56,2.59,31.48,0,1969,0,0,34.98,0,199.86,794.44,129.91,21.08,34.98,1145.29,1180.27
"Hilltowntownship",10582,"PA",44717,44.717,0.36,16.51,1.98,379.5,NA,86.69,3.11,32.97,0,1969,0,18.59,0,37.17,390.3,1589.07,111.51,0,55.76,2090.88,2146.64
"Baltimorecity",736014,"MD",24045,24.045,0.76,39.35,9.16,8791.5,2861,43.59,21.87,48.96,0.155431826025048,1945,49.56,93.79,1737.69,1200.21,2513.45,5820.06,1491.56,76.52,3081.25,9901.59,12982.84
"ElCerritocity",22869,"CA",39538,39.538,4.43,10.69,3.64,6069.3,NA,74.35,5.17,32.3,0.262363898727535,1954,4.41,35.32,613.61,256.04,1483.25,4710.19,1090.36,39.73,909.38,7323.53,8232.91
"Watertowncity",12388,"WI",26873,26.873,0.19,28.61,3.9,1902.7,NA,77.46,10.81,20.83,0.153374233128834,1945,0,23.98,43.16,38.36,556.27,3155.42,143.86,23.98,105.5,3879.53,3985.03
"Elgincity",77010,"IL",35554,35.554,4.26,25.97,5.37,3388.3,NA,76.27,7.83,32.59,0.0363589144266978,1960,9.79,26.92,127.31,310.92,933.98,2899.88,292.56,31.83,474.94,4158.25,4633.19
"McAllencity",84021,"TX",22068,22.068,5.92,42.14,10.26,2501.5,162,75.16,32.75,18.26,0.0571285749991074,1976,8.24,28.84,139.04,563.38,2145.37,7936.72,1400.72,20.6,739.5,11503.41,12242.91
"Olympiacity",33840,"WA",27785,27.785,1.02,11.08,6.69,2024.4,NA,68.95,13.01,16.07,0.118203309692671,1970,0,81.73,91.63,148.6,775.17,5800.19,344.25,19.81,321.96,6939.42,7261.38
"Fairfieldtown",53418,"CT",55752,55.752,1.07,13.43,4.16,1716.6,99,85.36,3.61,51.02,0.041184619416676,1954,5.53,1.84,64.54,226.525,933.1,2176,697.06,7.38,298.435,3813.54,4111.975
"Ringwoodborough",12623,"NJ",60026,60.026,0.63,10.49,5.57,487.8,NA,90.2,1.74,58.92,0,1963,0,7.51,0,7.51,232.96,759,60.12,7.51,15.02,1059.59,1074.61
"NorthLauderdalecity",26506,"FL",36297,36.297,5.33,17.28,5.04,6633.1,NA,75.66,6.68,22.77,0,1979,3.59,10.78,136.54,291.04,1113.87,3187.09,585.68,28.74,441.95,4915.38,5357.33
"NewBraunfelscity",27334,"TX",26409,26.409,1.13,31.59,5.93,1037.3,NA,76.73,14.93,30.62,0.058535157679081,1971,3.15,15.75,69.32,1638.36,831.78,4102.21,330.82,28.36,1726.58,5293.17,7019.75
"YorbaLindacity",52422,"CA",67892,67.892,1.88,7.07,2.72,2889.9,NA,88.14,1.9,16.23,0,1980,0,8.09,32.36,103.55,402.87,1436.75,226.52,37.21,144,2103.35,2247.35
"Bloomfieldtownship",45061,"NJ",39822,39.822,3.07,22.13,5.57,8173.9,105,80.71,5.72,43.44,0,1941,0,6.56,209.9,157.42,981.7,2000.57,1316.22,10.93,373.88,4309.42,4683.3
"LauderdaleLakescity",27341,"FL",20731,20.731,7.72,31.89,7.49,7341.8,NA,55.44,14.17,36.7,0,1974,10.69,74.82,566.5,652.01,1179.32,3505.9,1464.35,10.69,1304.02,6160.26,7464.28
"Winonacity",25399,"MN",22497,22.497,0.9,23.05,6.14,2065.6,NA,75.21,17.15,33.33,0,1939,0,26.92,7.73,42.52,490.9,5109.97,139.15,15.46,77.17,5755.48,5832.65
"HoffmanEstatesvillage",46561,"IL",49475,49.475,3.51,9.7,2.86,2406,NA,85.75,2.02,31.58,0,1974,0,26.92,48.31,107.13,474.72,1985,121.83,23.11,182.36,2604.66,2787.02
"GooseCreekcity",24692,"SC",30007,30.007,0.72,12.72,2.85,761.2,NA,88.47,8.96,42.66,0,1971,3.63,21.8,25.44,181.68,363.36,1929.44,109.01,3.63,232.55,2405.44,2637.99
"Medfordcity",46951,"OR",25677,25.677,0.57,18.27,7.01,2479.5,NA,69.63,14.42,21.3,0.236416689740368,1967,1.87,65.36,72.83,384.7,1193.32,6482.03,360.42,82.17,524.76,8117.94,8642.7
"PinellasParkcity",43426,"FL",26109,26.109,1.04,26.22,4.17,3021.6,NA,71.5,9.28,21.68,0.0276332151245797,1975,4.37,48.08,131.13,255.7,1210.77,4917.39,354.05,39.34,439.28,6521.55,6960.83
"Bethanycity",20075,"OK",27235,27.235,0.68,20.81,6.17,3714.8,NA,73,8.67,24.83,0,1964,0,14.93,34.84,104.53,935.84,3225.65,318.58,34.84,154.3,4514.91,4669.21
"Mustangcity",10434,"OK",36512,36.512,0.05,16.93,4.37,839,NA,83.52,3.86,54.3,0,1978,0,51.51,0,120.19,549.45,2154.88,120.19,17.17,171.7,2841.69,3013.39
"Secaucustown",14061,"NJ",51814,51.814,2.97,26.13,3.87,2304.9,NA,79.65,5.18,34.3,0,1966,0,32.36,103.57,135.93,511.36,5068.29,1378.73,6.47,271.86,6964.85,7236.71
"Comptoncity",90454,"CA",24971,24.971,7.68,48.77,14.33,8588.5,126,55.63,27.5,36.14,0.0431158378844496,1955,63.94,77.35,999.36,1029.27,1651.16,1799.67,1531.53,28.88,2169.92,5011.24,7181.16
"Salisburycity",23087,"NC",24081,24.081,0.56,30.65,4.31,1361.6,NA,58.94,15.58,40.05,0.1039546064885,1958,24.74,38.88,381.75,678.66,3011.56,5708.53,385.28,49.49,1124.03,9154.86,10278.89
"Lawrencecity",26763,"IN",29652,29.652,0.3,21.06,4.76,1287.7,NA,72.3,7.44,35.78,0,1970,3.65,29.18,207.9,14.59,911.84,2192.07,382.97,3.65,255.32,3490.53,3745.85
"Trentoncity",20586,"MI",41129,41.129,0.46,17.8,4.54,2721.6,NA,81.68,4.21,22.32,0,1959,0,26.92,15.07,75.34,236.07,1597.27,165.75,25.11,117.33,2024.2,2141.53
"Salisburycity",20592,"MD",24712,24.712,1.25,27.62,5.75,1930.5,NA,54.99,17.05,27.21,0.286519036519036,1957,4.47,138.62,496.36,1569.56,2486.25,8044.54,621.56,102.85,2209.01,11255.2,13464.21
"LakeCitycity",10005,"FL",18619,18.619,0.36,33.24,8.15,917.2,NA,52.76,24.78,31.3,0,1961,9.81,49.07,323.88,1737.17,2698.99,9745.8,549.61,29.44,2119.93,13023.84,15143.77
"CapeGirardeaucity",34438,"MO",22634,22.634,0.98,22.96,6.44,1445,NA,74.17,18.04,28.61,0.00290376909228178,1964,5.52,27.59,115.87,182.07,733.81,4847.03,306.22,5.52,331.05,5892.58,6223.63
"McMinnvillecity",11194,"TN",17058,17.058,0.19,45.4,7.05,1319.4,NA,65.66,20.8,31.17,0,1962,8.14,48.83,65.1,878.91,1586.91,3841.15,830.08,73.24,1000.98,6331.38,7332.36
"OakHarborcity",17176,"WA",25556,25.556,2.24,12.44,5.35,2194.2,NA,84.09,8.4,29.7,0.0232883092687471,1973,0,57.85,5.26,36.81,294.52,2960.98,73.63,26.3,99.92,3355.43,3455.35
"Cinnaminsontownship",14583,"NJ",51129,51.129,0.39,14.58,4.1,1851.6,NA,88.97,2.34,40,0,1962,6.7,13.4,147.39,80.4,629.77,1815.62,549.38,0,247.89,2994.77,3242.66
"Lakewoodcity",73557,"CA",44700,44.7,2.43,18.63,4.33,7558.3,NA,79.31,4.87,12.84,0,1956,3.76,27.56,343.29,612.67,873.27,2579.72,1702.69,36.33,987.28,5192.01,6179.29
"GrossePointeFarmscity",10092,"MI",66844,66.844,0.13,4.07,2.86,3609.4,NA,87.75,1.33,31.82,0,1945,0,26.92,39.2,107.79,205.78,2028.42,205.78,0,173.91,2439.98,2613.89
"TwoRiverscity",13030,"WI",25710,25.71,0.41,24.22,4.57,2278.3,NA,78.87,9.09,48.8,0,1950,0,0,15.04,30.09,361.07,2399.58,82.74,15.04,45.13,2858.43,2903.56
"Claytoncity",13874,"MO",44218,44.218,1.93,3.63,2.74,5419.5,NA,75.93,4.57,37.74,0,1941,0,0,137.44,217.01,991.03,3421.59,311.05,7.23,354.45,4730.9,5085.35
"Romecity",30326,"GA",21078,21.078,0.38,36.57,7.38,1209.9,NA,60.37,18.65,38.59,0.0725450108817516,1958,18.84,18.84,295.2,1551.36,2534.31,6048.43,518.17,59.67,1884.24,9160.58,11044.82
"Altoonacity",51881,"PA",20695,20.695,0.08,26.66,8.18,5131,NA,69.65,18.03,54.02,0.082881979915576,1939,0,30.41,76.02,203.35,792.5,1687.64,186.25,41.81,309.78,2708.2,3017.98
"Atascaderocity",23138,"CA",35140,35.14,0.39,13.72,4.02,884.5,NA,76,7.84,23.79,0,1976,0,45.17,53.38,234.06,1104.59,2357,160.14,24.64,332.61,3646.37,3978.98
"VadnaisHeightscity",11041,"MN",43929,43.929,0.1,6.8,4.34,1462.5,NA,80.65,2.7,19.81,0,1981,0,26.92,14.95,22.42,261.6,904.4,171.91,7.47,64.29,1345.38,1409.67
"MountClemenscity",18405,"MI",25716,25.716,0.34,27.33,8.95,4217.5,NA,62.17,11.85,27.5,0.396631350176582,1952,5.26,26.92,326.35,857.99,1115.91,3910.94,173.7,31.58,1216.52,5232.13,6448.65
"Burlesoncity",16113,"TX",33628,33.628,0,23.97,6.25,926,NA,81.18,6.62,37.58,0,1975,5.41,16.24,32.48,113.67,730.72,2159.68,178.62,43.3,167.8,3112.32,3280.12
"Hoovercity",39788,"AL",44747,44.747,0.4,5.76,2.42,1610.3,NA,84.41,3.04,17.45,0,1976,4.73,16.55,99.29,87.47,706.82,2848.57,309.68,21.08,208.04,3886.15,4094.19
"Lawrencetownship",25787,"NJ",51035,51.035,2.44,12.38,3.01,1124,NA,82.67,3.72,41.46,0.383914375460503,1970,3.77,18.87,86.78,154.7,765.95,4354.22,2263.89,15.09,264.12,7399.15,7663.27
"Readingtown",22539,"MA",52783,52.783,0.21,8.1,5.21,2191.9,NA,87.76,2.1,36.63,0,1954,0,12.84,12.84,81.31,457.89,808.8,111.26,0,106.99,1377.95,1484.94
"Brigantinecity",11354,"NJ",35989,35.989,1.57,18.67,4.35,1705,NA,69.84,6.99,68.76,0,1971,0,16.59,33.17,298.56,1343.51,3839.77,174.16,24.88,348.32,5382.32,5730.64
"Dracuttown",25594,"MA",45165,45.165,0.57,22.94,8.24,1182,NA,82.98,3.26,48.43,0,1969,0,26.38,56.53,203.5,942.12,1872.93,949.65,0,286.41,3764.7,4051.11
"Brenhamcity",11952,"TX",21946,21.946,0.47,35.7,4.7,1560.3,NA,67.85,17.24,41.43,0,1971,0,62.56,78.2,602.17,1141.78,4402.91,211.15,46.92,742.93,5802.76,6545.69
"Woonsocketcity",43877,"RI",25363,25.363,0.98,43.81,9.35,5497.8,NA,65.13,13.92,27.85,0.100280329101807,1939,2.47,27.18,66.72,257.01,588.16,1547.02,289.14,19.77,353.38,2444.09,2797.47
"Pinolecity",17460,"CA",45820,45.82,1.33,14.57,4.48,3274.6,NA,78.48,3.69,27,0,1968,0,10.78,334.29,458.3,1213.13,3084.06,797.97,59.31,803.37,5154.47,5957.84
"HighlandParkborough",13279,"NJ",39603,39.603,8.2,15.25,5.21,6974.3,NA,78.65,5.83,39.76,0,1951,0,0,38.58,46.3,540.12,1651.23,54.01,7.72,84.88,2253.08,2337.96
"Cleburnecity",22205,"TX",26037,26.037,0.86,31.22,8.64,1102.1,NA,78.2,14.9,40.41,0,1964,12.68,4.23,38.05,291.75,879.49,4959.83,181.82,33.83,346.71,6054.97,6401.68
"Memphiscity",610337,"TN",22674,22.674,0.39,29.57,8.71,2300.9,1382,52.18,22.96,34.37,0.0506277679380408,1961,31.99,117.13,866.91,617.79,2474.07,3785.9,2146.92,94.51,1633.82,8501.4,10135.22
"Middletowntown",19460,"RI",35228,35.228,1.15,15,4.74,1447.3,NA,84.78,5.04,46.42,0,1963,0,25.22,25.22,736.44,216.9,1780.58,116.02,20.18,786.88,2133.68,2920.56
